stdr_ym,induty_nm,sexdstn_code,agrde_code,setle_cascnt,setle_amount
202109,양식,2,05,42872,1271979855
202109,양식,2,06,12729,418996499
202109,양식,2,07,2506,93236988
202109,패스트푸드점,1,01,219,2289700
202109,패스트푸드점,1,02,37598,332709440
202109,패스트푸드점,1,03,112388,996169123
202109,패스트푸드점,1,04,154987,1503959897
202109,패스트푸드점,1,05,79728,763627088
202109,패스트푸드점,1,06,20004,173501023
202109,패스트푸드점,1,07,6397,53332810
202109,패스트푸드점,2,01,156,1387900
202109,패스트푸드점,2,02,32421,286708201
202109,패스트푸드점,2,03,109246,987077137
202109,패스트푸드점,2,04,211204,2029663425
202109,패스트푸드점,2,05,119781,1116440626
202109,패스트푸드점,2,06,34112,296238865
202109,패스트푸드점,2,07,8809,76247050
202109,패밀리레스토랑,1,01,24,828250
202109,패밀리레스토랑,1,02,3313,103267027
202109,패밀리레스토랑,1,03,9620,313278638
202109,패밀리레스토랑,1,04,15047,472020395
202109,패밀리레스토랑,1,05,10143,295929511
202109,패밀리레스토랑,1,06,2569,72899283
202109,패밀리레스토랑,1,07,636,18589355
202109,패밀리레스토랑,2,01,18,696040
202109,패밀리레스토랑,2,02,3685,126898793
202109,패밀리레스토랑,2,03,10305,332271600
202109,패밀리레스토랑,2,04,20456,594107910
202109,패밀리레스토랑,2,05,15439,435173747
202109,패밀리레스토랑,2,06,4330,119597475
202109,패밀리레스토랑,2,07,1034,30586911
202110,한식,1,01,764,27880610
202110,한식,1,02,138452,4858110725
202110,한식,1,03,445594,15946682690
202110,한식,1,04,823175,29075105693
202110,한식,1,05,720851,24985214844
202110,한식,1,06,320189,11138525474
202110,한식,1,07,92585,3135200079
202110,한식,2,01,699,24694590
202110,한식,2,02,153245,5292712833
202110,한식,2,03,412958,14212490001
202110,한식,2,04,872619,28675840970
202110,한식,2,05,840573,28351648149
202110,한식,2,06,354614,12927096798
202110,한식,2,07,88639,3207914942
202110,일식,1,01,93,3348545
202110,일식,1,02,17832,766270386
202110,일식,1,03,43425,2120401594
202110,일식,1,04,64007,3213832126
202110,일식,1,05,51842,2604753998
202110,일식,1,06,19236,1061422885
202110,일식,1,07,6016,293938083
202110,일식,2,01,98,3191270
202110,일식,2,02,22830,896505468
202110,일식,2,03,43640,1840945069
202110,일식,2,04,82514,3298605646
202110,일식,2,05,70201,3001236059
202110,일식,2,06,23640,1190759634
202110,일식,2,07,6130,288126373
202110,중식,1,01,111,2294814
202110,중식,1,02,20988,516781549
202110,중식,1,03,71619,1878524646
202110,중식,1,04,138433,3327410418
202110,중식,1,05,100069,2291433168
202110,중식,1,06,34698,814422239
202110,중식,1,07,9392,237226597
202110,중식,2,01,149,3013198
202110,중식,2,02,21117,513727541
202110,중식,2,03,58333,1568321639
202110,중식,2,04,140916,3195890544
202110,중식,2,05,101066,2365055785
202110,중식,2,06,35405,916463393
202110,중식,2,07,9752,265371141
202110,양식,1,01,55,1848580
202110,양식,1,02,12973,460871373
202110,양식,1,03,35837,1332402274
202110,양식,1,04,43205,1554296922
202110,양식,1,05,29278,965237573
202110,양식,1,06,8978,325449434
202110,양식,1,07,2168,96371417
202110,양식,2,01,88,2712970
202110,양식,2,02,24313,835185487
202110,양식,2,03,49927,1699772799
202110,양식,2,04,72015,2222812967
202110,양식,2,05,53438,1653176947
202110,양식,2,06,16314,552237371
202110,양식,2,07,3084,118283990
202110,패스트푸드점,1,01,272,2757600
202110,패스트푸드점,1,02,40556,363396128
202110,패스트푸드점,1,03,122011,1091986472
202110,패스트푸드점,1,04,172053,1691514250
202110,패스트푸드점,1,05,90576,866566847
202110,패스트푸드점,1,06,22021,194526830
202110,패스트푸드점,1,07,6709,56627490
202110,패스트푸드점,2,01,210,1959420
202110,패스트푸드점,2,02,37284,333103167
202110,패스트푸드점,2,03,124862,1133247960
202110,패스트푸드점,2,04,244220,2365673947
202110,패스트푸드점,2,05,137222,1276799406
202110,패스트푸드점,2,06,38289,331175515
202110,패스트푸드점,2,07,10016,86613930
202110,패밀리레스토랑,1,01,34,1537855
202110,패밀리레스토랑,1,02,3395,108573571
202110,패밀리레스토랑,1,03,10369,336688602
202110,패밀리레스토랑,1,04,17092,530305382
202110,패밀리레스토랑,1,05,11624,333576421
202110,패밀리레스토랑,1,06,2960,84295465
202110,패밀리레스토랑,1,07,716,19865061
202110,패밀리레스토랑,2,01,13,470500
202110,패밀리레스토랑,2,02,3763,126449947
202110,패밀리레스토랑,2,03,11259,365762670
202110,패밀리레스토랑,2,04,24177,699622125
202110,패밀리레스토랑,2,05,18292,506838841
202110,패밀리레스토랑,2,06,5103,145734298
202110,패밀리레스토랑,2,07,1219,37062395
202111,한식,1,01,768,29102037
202111,한식,1,02,148450,5586687412
202111,한식,1,03,438639,16751400513
202111,한식,1,04,794222,29618763814
202111,한식,1,05,707570,25367760255
202111,한식,1,06,311078,11232642223
202111,한식,1,07,90711,3179936060
202111,한식,2,01,706,26126120
202111,한식,2,02,157640,5799634537
202111,한식,2,03,391578,14261995201
202111,한식,2,04,836191,28850127457
202111,한식,2,05,814744,28523376792
202111,한식,2,06,340849,12873437873
202111,한식,2,07,86051,3237516055
202111,일식,1,01,83,2824590
202111,일식,1,02,18541,864220460
202111,일식,1,03,41972,2246614684
202111,일식,1,04,59776,3224599944
202111,일식,1,05,49218,2578227484
202111,일식,1,06,17806,1046517555
202111,일식,1,07,5450,280392305
202111,일식,2,01,108,3836230
202111,일식,2,02,23317,978246417
202111,일식,2,03,41223,1866030473
202111,일식,2,04,76492,3245185159
202111,일식,2,05,66283,2934453645
202111,일식,2,06,21306,1117859794
202111,일식,2,07,5454,262190354
202111,중식,1,01,143,3693825
202111,중식,1,02,21352,554490904
202111,중식,1,03,69441,1921968252
202111,중식,1,04,133498,3345517911
202111,중식,1,05,99346,2356308934
202111,중식,1,06,34220,842307454
202111,중식,1,07,9431,253064718
202111,중식,2,01,173,3233132
202111,중식,2,02,21606,558329605
202111,중식,2,03,55897,1564526968
202111,중식,2,04,137256,3227177702
202111,중식,2,05,101153,2458604565
202111,중식,2,06,34854,951104545
202111,중식,2,07,9371,269872822
202111,양식,1,01,55,1866675
202111,양식,1,02,13503,519361179
202111,양식,1,03,34020,1392726789
202111,양식,1,04,40126,1601144595
202111,양식,1,05,29172,1052108603
202111,양식,1,06,8638,337829692
202111,양식,1,07,1994,88792402
202111,양식,2,01,102,3158060
202111,양식,2,02,23854,858557299
202111,양식,2,03,47068,1719335631
202111,양식,2,04,67725,2198582735
202111,양식,2,05,52400,1741657725
202111,양식,2,06,15007,538202520
202111,양식,2,07,2964,122813286
202111,패스트푸드점,1,01,335,3128230
202111,패스트푸드점,1,02,39682,354373656
202111,패스트푸드점,1,03,116826,1040942113
202111,패스트푸드점,1,04,168185,1634465409
202111,패스트푸드점,1,05,91637,879961281
202111,패스트푸드점,1,06,21975,194472738
202111,패스트푸드점,1,07,7068,58900890
202111,패스트푸드점,2,01,188,1717050
202111,패스트푸드점,2,02,35889,318368392
202111,패스트푸드점,2,03,122276,1092717671
202111,패스트푸드점,2,04,247338,2371053446
202111,패스트푸드점,2,05,138125,1283372048
202111,패스트푸드점,2,06,38062,332316460
202111,패스트푸드점,2,07,9475,84094170
202111,패밀리레스토랑,1,01,18,674530
202111,패밀리레스토랑,1,02,3135,105153737
202111,패밀리레스토랑,1,03,9359,320040643
202111,패밀리레스토랑,1,04,15662,506962682
202111,패밀리레스토랑,1,05,11411,344552085
202111,패밀리레스토랑,1,06,2983,89295560
202111,패밀리레스토랑,1,07,696,21031023
202111,패밀리레스토랑,2,01,11,472430
202111,패밀리레스토랑,2,02,3563,124798529
202111,패밀리레스토랑,2,03,10400,370951097
202111,패밀리레스토랑,2,04,22892,709113939
202111,패밀리레스토랑,2,05,17620,511877972
202111,패밀리레스토랑,2,06,4973,145714516
202111,패밀리레스토랑,2,07,1178,34794507
202112,한식,1,01,703,25766810
202112,한식,1,02,133415,4866428098
202112,한식,1,03,393064,14371908831
202112,한식,1,04,731100,26275545201
202112,한식,1,05,676895,23745599130
202112,한식,1,06,290542,9976525484
202112,한식,1,07,83259,2728741655
202112,한식,2,01,706,24285765
202112,한식,2,02,137700,4911120835
202112,한식,2,03,330948,11586250054
202112,한식,2,04,747431,24741806730
202112,한식,2,05,746637,25299946738
202112,한식,2,06,304001,10849068940
202112,한식,2,07,75832,2690104983
202112,일식,1,01,83,3068340
202112,일식,1,02,17312,794088891
202112,일식,1,03,40157,2108925482
202112,일식,1,04,59099,3166142136
202112,일식,1,05,49787,2629168915
202112,일식,1,06,17314,974081000
202112,일식,1,07,4943,242061800
202112,일식,2,01,69,1758000
202112,일식,2,02,21992,932231046
202112,일식,2,03,37652,1687050425
202112,일식,2,04,73794,3083739521
202112,일식,2,05,64502,2827098182
202112,일식,2,06,20072,1008908419
202112,일식,2,07,5029,231019995
202112,중식,1,01,151,3733690
202112,중식,1,02,21383,543370028
202112,중식,1,03,67718,1834769581
202112,중식,1,04,132479,3296981583
202112,중식,1,05,100293,2419375528
202112,중식,1,06,33825,823750557
202112,중식,1,07,9044,230526784
202112,중식,2,01,161,3397492
202112,중식,2,02,20598,522024737
202112,중식,2,03,51899,1419758152
202112,중식,2,04,132660,3110617098
202112,중식,2,05,99246,2435911167
202112,중식,2,06,33398,870011340
202112,중식,2,07,9197,252192122
202112,양식,1,01,52,1774550
202112,양식,1,02,12524,502822571
202112,양식,1,03,29586,1248131865
202112,양식,1,04,37476,1516615007
202112,양식,1,05,29124,1122710885
202112,양식,1,06,8019,304537980
202112,양식,1,07,1876,79739970
202112,양식,2,01,80,3036550
202112,양식,2,02,21804,844539583
202112,양식,2,03,39539,1503231975
202112,양식,2,04,62397,2130672262
202112,양식,2,05,50361,1714739017
202112,양식,2,06,13513,485909510
202112,양식,2,07,2662,110732856
202112,패스트푸드점,1,01,253,2528440
202112,패스트푸드점,1,02,39838,362029834
202112,패스트푸드점,1,03,115414,1048235604
202112,패스트푸드점,1,04,165290,1651405242
202112,패스트푸드점,1,05,90584,901007020
202112,패스트푸드점,1,06,22265,204408840
202112,패스트푸드점,1,07,6901,60648515
202112,패스트푸드점,2,01,176,1592560
202112,패스트푸드점,2,02,35294,321157027
202112,패스트푸드점,2,03,114067,1049711235
202112,패스트푸드점,2,04,234048,2328134214
202112,패스트푸드점,2,05,136882,1324469297
202112,패스트푸드점,2,06,37563,342710680
202112,패스트푸드점,2,07,9409,85913006
202112,패밀리레스토랑,1,01,19,980060
202112,패밀리레스토랑,1,02,3211,109944836
202112,패밀리레스토랑,1,03,9836,329101882
202112,패밀리레스토랑,1,04,17415,569859707
202112,패밀리레스토랑,1,05,13643,412641222
202112,패밀리레스토랑,1,06,3419,98198209
202112,패밀리레스토랑,1,07,853,23658977
202112,패밀리레스토랑,2,01,24,1031860
202112,패밀리레스토랑,2,02,3721,138895693
202112,패밀리레스토랑,2,03,10390,364066683
202112,패밀리레스토랑,2,04,24365,749435243
202112,패밀리레스토랑,2,05,20162,582235659
202112,패밀리레스토랑,2,06,5794,169511896
202112,패밀리레스토랑,2,07,1306,36404419
